date,year,trap_id,trap_type,length,order,family
6/7/2021,2021,c17,u,1.647,coleoptera,coleoptera
6/7/2021,2021,c17,u,2.431,coleoptera,coleoptera
6/7/2021,2021,c17,u,1.738,coleoptera,coleoptera
6/7/2021,2021,c17,u,1.751,coleoptera,coleoptera
6/7/2021,2021,c17,u,2.438,hemiptera,hemiptera
6/7/2021,2021,c17,u,2.16,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.07,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.03,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.251,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.954,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.799,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.215,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.701,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.086,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.188,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.825,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.088,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.068,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.068,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.963,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.102,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.151,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.039,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.241,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.92,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.993,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.025,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.118,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.214,coleoptera,staphylinidae
6/7/2021,2021,c17,u,2.095,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.29,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.616,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.436,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.969,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.742,coleoptera,tenebrionidae
6/7/2021,2021,c17,u,1.988,coleoptera,tenebrionidae
6/7/2021,2021,c17,u,1.628,coleoptera,tenebrionidae
6/7/2021,2021,c17,u,1.51,coleoptera,tenebrionidae
6/7/2021,2021,c17,u,1.803,coleoptera,coleoptera
6/7/2021,2021,c17,u,1.562,coleoptera,coleoptera
6/7/2021,2021,c17,u,1.32,coleoptera,staphylinidae
6/7/2021,2021,c17,u,1.965,coleoptera,coleoptera
6/7/2021,2021,c17,u,2.559,coleoptera,coleoptera
6/7/2021,2021,c17,u,2.9,trichoptera,trichoptera
6/7/2021,2021,c17,u,2.2,trichoptera,trichoptera
6/7/2021,2021,c17,u,2.6,trichoptera,trichoptera
6/7/2021,2021,c17,u,2.6,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.7,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.9,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.4,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,4.4,diptera,culicomorpha
6/7/2021,2021,c17,u,2.8,diptera,diptera
6/7/2021,2021,c17,u,3.1,diptera,diptera
6/7/2021,2021,c17,u,1.8,diptera,culicomorpha
6/7/2021,2021,c17,u,1.5,diptera,culicomorpha
6/7/2021,2021,c17,u,1.5,diptera,culicomorpha
6/7/2021,2021,c17,u,1.9,diptera,culicomorpha
6/7/2021,2021,c17,u,0.9,diptera,culicomorpha
6/7/2021,2021,c17,u,2.1,diptera,culicomorpha
6/7/2021,2021,c17,u,1,diptera,culicomorpha
6/7/2021,2021,c17,u,1.6,diptera,culicomorpha
6/7/2021,2021,c17,u,3.1,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,1.8,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,3,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,1.7,trichoptera,trichoptera
6/7/2021,2021,c17,u,2.8,diptera,culicomorpha
6/7/2021,2021,c17,u,1.8,diptera,diptera
6/7/2021,2021,c17,u,1.4,diptera,diptera
6/7/2021,2021,c17,u,0.9,diptera,culicomorpha
6/7/2021,2021,c17,u,0.8,diptera,culicomorpha
6/7/2021,2021,c17,u,1.7,diptera,diptera
6/7/2021,2021,c17,u,1.1,diptera,culicomorpha
6/7/2021,2021,c17,u,3.1,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,3.9,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,3.1,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.5,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.1,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.2,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,3.1,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,3.2,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.5,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.6,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,1.9,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.3,psocodea,psocodea
6/7/2021,2021,c17,u,3.1,diptera,culicomorpha
6/7/2021,2021,c17,u,2.6,diptera,culicomorpha
6/7/2021,2021,c17,u,1.3,diptera,culicomorpha
6/7/2021,2021,c17,u,1.4,diptera,culicomorpha
6/7/2021,2021,c17,u,2.4,diptera,culicomorpha
6/7/2021,2021,c17,u,0.9,diptera,culicomorpha
6/7/2021,2021,c17,u,1.3,diptera,culicomorpha
6/7/2021,2021,c17,u,2.1,diptera,diptera
6/7/2021,2021,c17,u,1.2,diptera,diptera
6/7/2021,2021,c17,u,2.3,diptera,diptera
6/7/2021,2021,c17,u,2.4,diptera,diptera
6/7/2021,2021,c17,u,1.9,diptera,diptera
6/7/2021,2021,c17,u,2.4,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,3,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,1.6,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,1.7,diptera,diptera
6/7/2021,2021,c17,u,1,diptera,diptera
6/7/2021,2021,c17,u,1.9,diptera,culicomorpha
6/7/2021,2021,c17,u,1.3,diptera,culicomorpha
6/7/2021,2021,c17,u,1.1,diptera,culicomorpha
6/7/2021,2021,c17,u,2.1,diptera,culicomorpha
6/7/2021,2021,c17,u,1.4,diptera,culicomorpha
6/7/2021,2021,c17,u,1.3,diptera,culicomorpha
6/7/2021,2021,c17,u,0.8,diptera,culicomorpha
6/7/2021,2021,c17,u,1.1,diptera,culicomorpha
6/7/2021,2021,c17,u,1.2,diptera,culicomorpha
6/7/2021,2021,c17,u,1.4,diptera,culicomorpha
6/7/2021,2021,c17,u,1.5,diptera,culicomorpha
6/7/2021,2021,c17,u,1.2,diptera,diptera
6/7/2021,2021,c17,u,1.6,diptera,culicomorpha
6/7/2021,2021,c17,u,1.5,diptera,culicomorpha
6/7/2021,2021,c17,u,1.4,diptera,culicomorpha
6/7/2021,2021,c17,u,3.4,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.3,lepidoptera,lepidoptera
6/7/2021,2021,c17,u,2.9,diptera,diptera
6/7/2021,2021,c17,u,1.8,diptera,culicomorpha
6/7/2021,2021,c17,u,1.4,diptera,culicomorpha
6/19/2021,2021,c10,u,2.843523,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.774043,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.970272,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.565334,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.5637,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.89507,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.916448,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.72452,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.112062,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.981896,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.858624,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.830315,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.773066,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.397753,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.571189,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.649414,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.518624,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.324603,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.436709,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.454115,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.385419,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.018568,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.92309,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.823222,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.677334,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.158742,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.653009,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.711096,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.077765,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.144768,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.659072,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.945743,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.284567,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.440629,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.143815,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.317765,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.669721,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.937825,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.579734,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.258305,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.807999,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.000447,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.947966,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.711101,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.919435,coleoptera,coleoptera
6/19/2021,2021,c10,u,1.925455,diptera,diptera
6/19/2021,2021,c10,u,2.050356,diptera,diptera
6/19/2021,2021,c10,u,2.537198,diptera,diptera
6/19/2021,2021,c10,u,1.867393,diptera,diptera
6/19/2021,2021,c10,u,1.862307,diptera,diptera
6/19/2021,2021,c10,u,2.347669,diptera,diptera
6/19/2021,2021,c10,u,2.331345,diptera,diptera
6/19/2021,2021,c10,u,1.367473,diptera,diptera
6/19/2021,2021,c10,u,1.157055,diptera,diptera
6/19/2021,2021,c10,u,4.806387,diptera,diptera
6/19/2021,2021,c10,u,2.588729,diptera,diptera
6/19/2021,2021,c10,u,1.900736,diptera,diptera
6/19/2021,2021,c10,u,2.334265,diptera,diptera
6/19/2021,2021,c10,u,2.79794,diptera,diptera
6/19/2021,2021,c10,u,3.133651,diptera,diptera
6/19/2021,2021,c10,u,1.781146,diptera,diptera
6/19/2021,2021,c10,u,2.770393,diptera,diptera
6/19/2021,2021,c10,u,2.210491,diptera,diptera
6/19/2021,2021,c10,u,3.892486,diptera,diptera
6/19/2021,2021,c10,u,2.152252,diptera,diptera
6/19/2021,2021,c10,u,2.060544,diptera,diptera
6/19/2021,2021,c10,u,2.11418,diptera,diptera
6/19/2021,2021,c10,u,2.312073,diptera,diptera
6/19/2021,2021,c10,u,2.356761,diptera,diptera
6/19/2021,2021,c10,u,2.019863,diptera,diptera
6/19/2021,2021,c10,u,1.70848,diptera,diptera
6/19/2021,2021,c10,u,0.818667,diptera,diptera
6/19/2021,2021,c10,u,1.420439,diptera,diptera
6/19/2021,2021,c10,u,3.227308,diptera,diptera
6/19/2021,2021,c10,u,1.676895,diptera,diptera
6/19/2021,2021,c10,u,3.172709,diptera,diptera
6/19/2021,2021,c10,u,6.727827,diptera,diptera
6/19/2021,2021,c10,u,6.749551,diptera,diptera
6/19/2021,2021,c10,u,1.863845,diptera,diptera
6/19/2021,2021,c10,u,6.073806,diptera,diptera
6/19/2021,2021,c10,u,3.853026,diptera,diptera
6/19/2021,2021,c10,u,4.142562,diptera,diptera
6/19/2021,2021,c10,u,4.243461,diptera,diptera
6/19/2021,2021,c10,u,0.627376,diptera,diptera
6/19/2021,2021,c10,u,3.047964,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,4.246527,blattodea,termitoidae
6/19/2021,2021,c10,u,4.534274,blattodea,termitoidae
6/19/2021,2021,c10,u,4.843359,blattodea,termitoidae
6/19/2021,2021,c10,u,4.12772,blattodea,termitoidae
6/19/2021,2021,c10,u,4.962039,blattodea,termitoidae
6/19/2021,2021,c10,u,6.908938,blattodea,termitoidae
6/19/2021,2021,c10,u,4.953481,blattodea,termitoidae
6/19/2021,2021,c10,u,4.248712,blattodea,termitoidae
6/19/2021,2021,c10,u,3.355265,coleoptera,staphylinidae
6/19/2021,2021,c10,u,4.248427,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.675949,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.863824,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.572745,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.68759,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.800114,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.540544,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.554145,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.906204,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.788694,coleoptera,staphylinidae
6/19/2021,2021,c10,u,4.601748,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.932736,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.335606,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.688352,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.27838,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.669252,coleoptera,staphylinidae
6/19/2021,2021,c10,u,2.619126,coleoptera,staphylinidae
6/19/2021,2021,c10,u,4.349728,coleoptera,staphylinidae
6/19/2021,2021,c10,u,3.568986,coleoptera,staphylinidae
6/19/2021,2021,c10,u,2.058472,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.120287,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.262661,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.24377,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.203715,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.305309,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.818058,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.202011,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.572639,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.114939,coleoptera,scolytinae
6/19/2021,2021,c10,u,3.593551,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.159857,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.177576,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.605445,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.253871,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.893978,coleoptera,scolytinae
6/19/2021,2021,c10,u,1.719098,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.278548,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.271389,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.358647,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.711348,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.246179,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.661877,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.337213,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.171256,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.25903,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.709588,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.595414,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.195761,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.441201,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.310161,coleoptera,scolytinae
6/19/2021,2021,c10,u,1.781761,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.255676,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.13997,coleoptera,scolytinae
6/19/2021,2021,c10,u,1.983611,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.186062,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.437914,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.873127,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.249859,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.094292,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.283262,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.221743,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.856426,coleoptera,scolytinae
6/19/2021,2021,c10,u,1.951534,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.828334,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.22223,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.240734,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.885126,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.299201,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.164565,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.394254,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.283262,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.746529,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.809262,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.49816,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.128373,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.012113,coleoptera,scolytinae
6/19/2021,2021,c10,u,2.352528,coleoptera,scolytinae
6/19/2021,2021,c10,u,8.484617,coleoptera,elateridae
6/19/2021,2021,c10,u,10.816619,coleoptera,elateridae
6/19/2021,2021,c10,u,11.370274,coleoptera,elateridae
6/19/2021,2021,c10,u,14.928733,coleoptera,elateridae
6/19/2021,2021,c10,u,14.262371,coleoptera,elateridae
6/19/2021,2021,c10,u,15.863522,coleoptera,elateridae
6/19/2021,2021,c10,u,11.120307,coleoptera,elateridae
6/19/2021,2021,c10,u,8.898583,coleoptera,elateridae
6/19/2021,2021,c10,u,13.6912,coleoptera,elateridae
6/19/2021,2021,c10,u,9.448047,coleoptera,elateridae
6/19/2021,2021,c10,u,13.948124,coleoptera,elateridae
6/19/2021,2021,c10,u,9.811288,coleoptera,elateridae
6/19/2021,2021,c10,u,15.811273,coleoptera,elateridae
6/19/2021,2021,c10,u,5.877424,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.741775,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.917661,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.168017,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,5.326454,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.505927,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.949547,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.939091,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.366929,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.467222,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,6.969037,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,5,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,5.59017,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,5.831842,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.790146,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.893503,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,5.321904,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.63851,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.744146,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.817784,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.016456,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,5.999872,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.124435,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.628383,diptera,culicomorpha
6/19/2021,2021,c10,u,2.442577,diptera,culicomorpha
6/19/2021,2021,c10,u,2.309502,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.312194,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.451211,coleoptera,coleoptera
6/19/2021,2021,c10,u,2.965394,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.142118,coleoptera,coleoptera
6/19/2021,2021,c10,u,3.116812,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.860547,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.28233,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.279331,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.288111,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.933148,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.16038,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.181376,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.497472,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.113539,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.70752,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.684235,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.764153,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.042614,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.224258,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.572111,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.639767,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.2637,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.796296,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.368124,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.951358,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.981282,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.675404,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,1.805075,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,1.95971,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.561128,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.080449,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.382872,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.193109,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.65905,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.017012,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,2.826518,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.18734,hemiptera,hemiptera
6/19/2021,2021,c10,u,3.435648,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.306203,hemiptera,hemiptera
6/19/2021,2021,c10,u,2.466651,hemiptera,hemiptera
6/19/2021,2021,c10,u,2.603016,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.369618,hemiptera,hemiptera
6/19/2021,2021,c10,u,1.735049,diptera,diptera
6/19/2021,2021,c10,u,5.42705,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,6.358986,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,6.601533,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,6.167336,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.434945,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.071781,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.397241,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.64963,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.623118,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.044294,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.561261,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.632446,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,3.12521,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.430115,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.770382,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,2.734953,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,5.71432,coleoptera,elateridae
6/19/2021,2021,c10,u,7.05129,coleoptera,elateridae
6/19/2021,2021,c10,u,6.448055,coleoptera,elateridae
6/19/2021,2021,c10,u,7.082607,coleoptera,elateridae
6/19/2021,2021,c10,u,8.135392,coleoptera,elateridae
6/19/2021,2021,c10,u,8.953181,coleoptera,elateridae
6/19/2021,2021,c10,u,7.562969,coleoptera,elateridae
6/19/2021,2021,c10,u,8.168584,coleoptera,elateridae
6/19/2021,2021,c10,u,8.2365,coleoptera,elateridae
6/19/2021,2021,c10,u,7.48591,coleoptera,elateridae
6/19/2021,2021,c10,u,7.849667,coleoptera,elateridae
6/19/2021,2021,c10,u,8.996842,coleoptera,elateridae
6/19/2021,2021,c10,u,8.400507,coleoptera,elateridae
6/19/2021,2021,c10,u,8.861025,coleoptera,elateridae
6/19/2021,2021,c10,u,5.916642,hemiptera,cydnidae
6/19/2021,2021,c10,u,5.652175,hemiptera,cydnidae
6/19/2021,2021,c10,u,5.466519,hemiptera,cydnidae
6/19/2021,2021,c10,u,6.243711,hemiptera,cydnidae
6/19/2021,2021,c10,u,6.236852,hemiptera,cydnidae
6/19/2021,2021,c10,u,5.856907,hemiptera,cydnidae
6/19/2021,2021,c10,u,9.409626,hymenoptera,hymenoptera
6/19/2021,2021,c10,u,8.170362,hemiptera,cercopoidea
6/19/2021,2021,c10,u,2.26584,hemiptera,hemiptera
6/19/2021,2021,c10,u,7.741758,hemiptera,cercopoidea
6/19/2021,2021,c10,u,2.311244,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.249429,hemiptera,hemiptera
6/19/2021,2021,c10,u,3.661899,hemiptera,hemiptera
6/19/2021,2021,c10,u,2.137719,hemiptera,hemiptera
6/19/2021,2021,c10,u,3.731086,hemiptera,hemiptera
6/19/2021,2021,c10,u,5.425408,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.23468,hemiptera,hemiptera
6/19/2021,2021,c10,u,6.630767,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.871896,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.789261,hemiptera,hemiptera
6/19/2021,2021,c10,u,2.39673,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.88,hemiptera,hemiptera
6/19/2021,2021,c10,u,3.391215,hemiptera,hemiptera
6/19/2021,2021,c10,u,5.047041,hemiptera,hemiptera
6/19/2021,2021,c10,u,3.871077,hemiptera,hemiptera
6/19/2021,2021,c10,u,2.318488,hemiptera,hemiptera
6/19/2021,2021,c10,u,6.107934,hemiptera,hemiptera
6/19/2021,2021,c10,u,5.010259,hemiptera,hemiptera
6/19/2021,2021,c10,u,4.280607,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,5.959751,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.084517,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,3.337592,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.869667,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.484369,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.814226,lepidoptera,lepidoptera
6/19/2021,2021,c10,u,4.440665,lepidoptera,lepidoptera
